"Périmètre";"Périmètre.ID";"Périmètre.label";"Année";"Qualification.Candidats.PR";"Qualification.Candidats.PR.femmes";"Qualification.Qualifiés.PR";"Qualification.Qualifiés.PR.femmes";"Qualification.Candidats.MCF";"Qualification.Candidats.MCF.femmes";"Qualification.Qualifiés.MCF";"Qualification.Qualifiés.MCF.femmes";"Concours.Postes.PR";"Concours.Candidats.PR";"Concours.Candidats.PR.femmes";"Concours.Recrutés.PR";"Concours.Recrutés.PR.femmes";"Concours.Postes.MCF";"Concours.Candidats.MCF";"Concours.Candidats.MCF.femmes";"Concours.Recrutés.MCF";"Concours.Recrutés.MCF.femmes";"Effectif.MCF";"Effectif.PR";"Effectif.ETU";"Effectif.EC";"Contexte.TauxEncadrement";"Contexte.EvolRéelle";"Contexte.EvolNécessaire";"kpi.MCF.TauxTension";"kpi.MCF.TauxRéussite";"kpi.MCF.SansPoste";"kpi.MCF.TauxSélection";"kpi.MCF.TauxSélection.Qualification";"kpi.MCF.TauxSélection.Concours";"kpi.MCF.TauxSélection.QualifVsConcours";"kpi.PériodeRenouvellement"
"Groupe";"10";"Biologie et biochimie";"2017";279;0,462;221;0,475;1067;58,9;867;0,592;39;105;0,371;36;0,472;80;748;0,535;76;0,5;3199;1226;NA;4425;NA;30;NA;9,35;0,101604278074866;672;0,0712277413308341;0,812558575445173;0,0876585928489043;0,798183652875883;58,2236842105263
"Groupe";"10";"Biologie et biochimie";"2018";282;0,457;231;0,468;1035;55,2;876;0,558;31;80;0,425;26;0,423;75;7645;0,053;70;0,514;3183;1223;NA;4406;NA;11;NA;101,933333333333;0,0091563113145847;7575;0,0676328502415459;0,846376811594203;0,0799086757990868;0,835233160621762;62,9428571428571
"Groupe";"10";"Biologie et biochimie";"2019";272;0,404;232;0,414;1066;53,2;875;0,518;34;93;0,323;29;0,31;62;621;0,538;60;0,517;NA;NA;NA;NA;NA;NA;NA;10,0161290322581;0,0966183574879227;561;0,0562851782363977;0,820825515947467;0,0685714285714286;0,81013916500994;NA
"Groupe";"11";"Pharmacie";"2009";62,8368139873725;0,436;25;0,6;513,509574371556;56,7;378;0,556;22;34;0,324;19;0,474;70;382;0,521;66;0,606;1228;584;NA;1812;NA;0;NA;5,45714285714286;0,172774869109948;316;0,128527301717348;0,736110909835721;0,174603174603175;0,697191787322419;27,4545454545455
"Groupe";"11";"Pharmacie";"2010";37,3288003885381;0,45;15;0,467;366,676662900384;59,3;236;0,627;21;36;0,417;17;0,471;62;328;0,555;58;0,569;1215;582;NA;1797;NA;-15;NA;5,29032258064516;0,176829268292683;270;0,158177505874589;0,643618817006946;0,245762711864407;0,576655190993315;30,9827586206897
"Groupe";"11";"Pharmacie";"2011";38;0,474;18;0,444;401;56,1;297;0,586;23;49;0,429;21;0,571;51;379;0,557;49;0,755;1101;413;NA;1514;NA;-298;NA;7,43137254901961;0,129287598944591;330;0,122194513715711;0,740648379052369;0,164983164983165;0,704545454545455;30,8979591836735
"Groupe";"11";"Pharmacie";"2012";46;0,457;17;0,471;428;55,8;288;0,538;25;45;0,4;22;0,5;50;375;0,499;49;0,531;1050;405;NA;1455;NA;-357;NA;7,5;0,130666666666667;326;0,114485981308411;0,672897196261682;0,170138888888889;0,630606860158311;29,6938775510204
"Groupe";"11";"Pharmacie";"2013";40;0,35;21;0,429;334;63,2;235;0,609;25;41;0,293;23;0,261;30;299;0,515;30;0,5;1048;400;NA;1448;NA;-364;NA;9,96666666666667;0,100334448160535;269;0,0898203592814371;0,703592814371258;0,127659574468085;0,674342105263158;48,2666666666667
"Groupe";"11";"Pharmacie";"2014";37;0,459;18;0,611;373;60,1;279;0,599;24;38;0,368;23;0,391;53;408;0,495;49;0,551;1033;403;NA;1436;NA;-376;NA;7,69811320754717;0,120098039215686;359;0,131367292225201;0,74798927613941;0,175627240143369;0,709876543209877;29,3061224489796
"Groupe";"11";"Pharmacie";"2015";45;0,444;26;0,423;365;59,7;268;0,623;15;26;0,269;15;0,267;38;320;0,619;37;0,784;1028;395;NA;1423;NA;-389;NA;8,42105263157895;0,115625;283;0,101369863013699;0,734246575342466;0,138059701492537;0,704268292682927;38,4594594594595
"Groupe";"11";"Pharmacie";"2016";25;0,44;19;0,368;311;61,4;242;0,607;16;34;0,353;15;0,467;42;339;0,478;41;0,61;1012;385;NA;1397;NA;-415;NA;8,07142857142857;0,12094395280236;298;0,131832797427653;0,778135048231511;0,169421487603306;0,744444444444444;34,0731707317073
"Groupe";"11";"Pharmacie";"2017";17;0,588;10;0,5;294;59,2;225;0,564;9;21;0,333;8;0,125;32;267;0,502;31;0,516;999;388;NA;1387;NA;-425;NA;8,34375;0,116104868913858;236;0,105442176870748;0,76530612244898;0,137777777777778;0,737642585551331;44,741935483871
"Groupe";"11";"Pharmacie";"2018";42;0,571;19;0,579;271;60,9;210;0,6;12;29;0,414;12;0,25;27;218;0,569;25;0,6;976;380;NA;1356;NA;-456;NA;8,07407407407407;0,114678899082569;193;0,0922509225092251;0,774907749077491;0,119047619047619;0,752032520325203;54,24
"Groupe";"11";"Pharmacie";"2019";39;0,308;20;0,3;219;54,8;168;0,565;14;29;0,414;14;0,5;23;209;0,474;22;0,591;NA;NA;NA;NA;NA;NA;NA;9,08695652173913;0,105263157894737;187;0,100456621004566;0,767123287671233;0,130952380952381;0,741116751269036;NA
"Groupe";"12";"Médecine";"2009";148,737641733849;0,345;70;0,4;858,504049257617;47,8;371;0,453;67;114;0,351;56;0,304;140;896;0,512;131;0,58;3366;4679;NA;8045;NA;0;NA;6,4;0,146205357142857;765;0,152591010040408;0,4321470589694;0,353099730458221;0,329895071023877;61,412213740458
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2009";148,737641733849;0,345;70;0,4;858,504049257617;47,8;371;0,453;67;114;0,351;56;0,304;140;896;0,512;131;0,58;3366;4679;NA;8045;NA;0;NA;6,4;0,146205357142857;765;0,152591010040408;0,4321470589694;0,353099730458221;0,329895071023877;61,412213740458
"Groupe";"12";"Médecine";"2010";138,65373381969;0,339;70;0,343;688,407919871996;47,8;292;0,449;64;103;0,243;46;0,196;133;858;0,486;123;0,431;3378;4713;NA;8091;NA;46;NA;6,45112781954887;0,143356643356643;735;0,178673133253422;0,424167113089424;0,421232876712329;0,298899244351335;65,780487804878
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2010";138,65373381969;0,339;70;0,343;688,407919871996;47,8;292;0,449;64;103;0,243;46;0,196;133;858;0,486;123;0,431;3378;4713;NA;8091;NA;46;NA;6,45112781954887;0,143356643356643;735;0,178673133253422;0,424167113089424;0,421232876712329;0,298899244351335;65,780487804878
"Groupe";"12";"Médecine";"2011";129;0,318;67;0,388;739;49,4;327;0,505;64;144;0,326;55;0,345;139;910;0,501;132;0,508;3334;4742;NA;8076;NA;31;NA;6,54676258992806;0,145054945054945;778;0,178619756427605;0,442489851150203;0,403669724770642;0,321252059308072;61,1818181818182
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2011";129;0,318;67;0,388;739;49,4;327;0,505;64;144;0,326;55;0,345;139;910;0,501;132;0,508;3334;4742;NA;8076;NA;31;NA;6,54676258992806;0,145054945054945;778;0,178619756427605;0,442489851150203;0,403669724770642;0,321252059308072;61,1818181818182
"Groupe";"12";"Médecine";"2012";149;0,289;67;0,269;745;50,2;323;0,489;53;116;0,379;45;0,356;122;910;0,507;117;0,487;3373;4789;NA;8162;NA;117;NA;7,45901639344262;0,128571428571429;793;0,157046979865772;0,433557046979866;0,362229102167183;0,328025477707006;69,7606837606838
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2012";149;0,289;67;0,269;745;50,2;323;0,489;53;116;0,379;45;0,356;122;910;0,507;117;0,487;3373;4789;NA;8162;NA;117;NA;7,45901639344262;0,128571428571429;793;0,157046979865772;0,433557046979866;0,362229102167183;0,328025477707006;69,7606837606838
"Groupe";"12";"Médecine";"2013";138;0,377;59;0,475;766;50,5;375;0,464;49;103;0,398;40;0,325;141;956;0,497;132;0,492;3365;4790;NA;8155;NA;110;NA;6,78014184397163;0,138075313807531;824;0,172323759791123;0,489556135770235;0,352;0,383280757097792;61,780303030303
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2013";138;0,377;59;0,475;766;50,5;375;0,464;49;103;0,398;40;0,325;141;956;0,497;132;0,492;3365;4790;NA;8155;NA;110;NA;6,78014184397163;0,138075313807531;824;0,172323759791123;0,489556135770235;0,352;0,383280757097792;61,780303030303
"Groupe";"12";"Médecine";"2014";145;0,393;78;0,41;730;50,7;360;0,45;54;123;0,407;44;0,364;119;1020;0,497;114;0,421;3314;4761;NA;8075;NA;30;NA;8,57142857142857;0,111764705882353;906;0,156164383561644;0,493150684931507;0,316666666666667;0,399350649350649;70,8333333333333
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2014";145;0,393;78;0,41;730;50,7;360;0,45;54;123;0,407;44;0,364;119;1020;0,497;114;0,421;3314;4761;NA;8075;NA;30;NA;8,57142857142857;0,111764705882353;906;0,156164383561644;0,493150684931507;0,316666666666667;0,399350649350649;70,8333333333333
"Groupe";"12";"Médecine";"2015";139;0,41;78;0,436;733;52,9;380;0,497;54;131;0,374;46;0,348;117;1118;0,513;114;0,474;3357;4789;NA;8146;NA;101;NA;9,55555555555556;0,101967799642218;1004;0,155525238744884;0,518417462482947;0,3;0,429725363489499;71,4561403508772
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2015";139;0,41;78;0,436;733;52,9;380;0,497;54;131;0,374;46;0,348;117;1118;0,513;114;0,474;3357;4789;NA;8146;NA;101;NA;9,55555555555556;0,101967799642218;1004;0,155525238744884;0,518417462482947;0,3;0,429725363489499;71,4561403508772
"Groupe";"12";"Médecine";"2016";157;0,433;82;0,439;741;53,7;387;0,517;55;127;0,504;49;0,571;112;1036;0,546;102;0,529;3290;4711;NA;8001;NA;-44;NA;9,25;0,0984555984555985;934;0,137651821862348;0,522267206477733;0,263565891472868;0,446009389671362;78,4411764705882
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2016";157;0,433;82;0,439;741;53,7;387;0,517;55;127;0,504;49;0,571;112;1036;0,546;102;0,529;3290;4711;NA;8001;NA;-44;NA;9,25;0,0984555984555985;934;0,137651821862348;0,522267206477733;0,263565891472868;0,446009389671362;78,4411764705882
"Groupe";"12";"Médecine";"2017";132;0,402;76;0,355;700;52,1;364;0,489;42;106;0,349;37;0,514;120;1064;0,546;113;0,54;3295;4697;NA;7992;NA;-53;NA;8,86666666666667;0,106203007518797;951;0,161428571428571;0,52;0,31043956043956;0,427597955706985;70,7256637168142
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2017";132;0,402;76;0,355;700;52,1;364;0,489;42;106;0,349;37;0,514;120;1064;0,546;113;0,54;3295;4697;NA;7992;NA;-53;NA;8,86666666666667;0,106203007518797;951;0,161428571428571;0,52;0,31043956043956;0,427597955706985;70,7256637168142
"Groupe";"12";"Médecine";"2018";164;0,348;95;0,295;757;52,8;386;0,503;36;97;0,361;33;0,424;130;932;0,542;120;0,467;3326;4665;NA;7991;NA;-54;NA;7,16923076923077;0,128755364806867;812;0,158520475561427;0,509907529722589;0,310880829015544;0,417582417582418;66,5916666666667
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2018";164;0,348;95;0,295;757;52,8;386;0,503;36;97;0,361;33;0,424;130;932;0,542;120;0,467;3326;4665;NA;7991;NA;-54;NA;7,16923076923077;0,128755364806867;812;0,158520475561427;0,509907529722589;0,310880829015544;0,417582417582418;66,5916666666667
"Groupe";"12";"Médecine";"2019";135;0,459;80;0,4;799;51,4;413;0,501;35;111;0,441;33;0,485;114;887;0,564;103;0,505;NA;NA;NA;NA;NA;NA;NA;7,78070175438596;0,116121758737317;784;0,128911138923655;0,516896120150188;0,249394673123487;0,445402298850575;NA
"Groupe";"12";"Groupe interdisciplinaire et STAPS";"2019";135;0,459;80;0,4;799;51,4;413;0,501;35;111;0,441;33;0,485;114;887;0,564;103;0,505;NA;NA;NA;NA;NA;NA;NA;7,78070175438596;0,116121758737317;784;0,128911138923655;0,516896120150188;0,249394673123487;0,445402298850575;NA
"Groupe";"2";"Sciences économiques et de gestion ";"2009";24,582970066841;0,327;4;0,25;600,247444954843;43,6;290;0,51;91;65;0,292;51;0,275;223;510;0,486;190;0,532;2800;940;NA;3740;NA;0;NA;2,28699551569507;0,372549019607843;320;0,316536124554922;0,483134084846987;0,655172413793103;0,243755326766282;19,6842105263158
"Groupe";"2";"Sciences économiques et de gestion ";"2010";18,3254867770997;0,268;11;0,273;546,96611835691;45,8;301;0,538;89;67;0,239;42;0,286;247;497;0,499;211;0,526;2807;966;NA;3773;NA;33;NA;2,01214574898785;0,424547283702213;286;0,385764296760914;0,550308309597322;0,700996677740864;0,267884155819515;17,8815165876777
"Groupe";"2";"Sciences économiques et de gestion ";"2011";15;0,2;8;0,375;561;43,5;300;0,46;98;81;0,259;57;0,246;210;653;0,484;181;0,486;2838;966;NA;3804;NA;64;NA;3,10952380952381;0,277182235834609;472;0,322638146167558;0,53475935828877;0,603333333333333;0,313157894736842;21,0165745856354
"Groupe";"2";"Sciences économiques et de gestion ";"2012";27;0,259;8;0,125;587;43,1;353;0,459;84;88;0,284;32;0,188;221;576;0,46;185;0,476;2860;980;NA;3840;NA;100;NA;2,60633484162896;0,321180555555556;391;0,315161839863714;0,601362862010221;0,524079320113314;0,417910447761194;20,7567567567568
"Groupe";"2";"Sciences économiques et de gestion ";"2013";27;0,185;7;0,286;636;45,3;360;0,464;53;51;0,176;35;0,171;193;693;0,46;183;0,525;2889;980;NA;3869;NA;129;NA;3,59067357512953;0,264069264069264;510;0,287735849056604;0,566037735849057;0,508333333333333;0,390728476821192;21,1420765027322
"Groupe";"2";"Sciences économiques et de gestion ";"2014";14;0,286;8;0,375;611;46,8;372;0,484;60;62;0,258;43;0,279;167;611;0,458;159;0,535;2853;991;NA;3844;NA;104;NA;3,65868263473054;0,260229132569558;452;0,260229132569558;0,608837970540098;0,42741935483871;0,471238938053097;24,1761006289308
"Groupe";"2";"Sciences économiques et de gestion ";"2015";394;0,437;179;0,425;648;44,4;393;0,506;93;181;0,409;71;0,38;145;715;0,47;138;0,551;2868;1016;NA;3884;NA;144;NA;4,93103448275862;0,193006993006993;577;0,212962962962963;0,606481481481482;0,351145038167939;0,5;28,1449275362319
"Groupe";"2";"Sciences économiques et de gestion ";"2016";248;0,395;107;0,421;568;42,1;359;0,423;124;210;0,414;101;0,386;150;635;0,48;145;0,517;2812;1031;NA;3843;NA;103;NA;4,23333333333333;0,228346456692913;490;0,255281690140845;0,632042253521127;0,403899721448468;0,505910165484634;26,5034482758621
"Groupe";"2";"Sciences économiques et de gestion ";"2017";224;0,455;103;0,495;581;44,1;382;0,471;89;186;0,425;72;0,514;155;753;0,485;141;0,518;2788;1042;NA;3830;NA;90;NA;4,85806451612903;0,187250996015936;612;0,242685025817556;0,657487091222031;0,369109947643979;0,547727272727273;27,1631205673759
"Groupe";"2";"Sciences économiques et de gestion ";"2018";177;0,418;71;0,437;580;45;329;0,462;68;169;0,396;56;0,446;132;671;0,453;118;0,534;2808;1073;NA;3881;NA;141;NA;5,08333333333333;0,175856929955291;553;0,203448275862069;0,567241379310345;0,358662613981763;0,456709956709957;32,8898305084746
"Groupe";"2";"Sciences économiques et de gestion ";"2019";193;0,42;80;0,5;599;45,2;335;0,451;54;157;0,408;48;0,333;132;646;0,435;123;0,439;NA;NA;NA;NA;NA;NA;NA;4,89393939393939;0,190402476780186;523;0,20534223706177;0,559265442404007;0,367164179104478;0,445378151260504;NA
"Groupe";"3";"Littératures et Langues";"2009";242,215355782274;0,518;180;0,528;1276,48997682592;63,5;762;0,663;174;303;0,538;124;0,508;293;1711;0,639;280;0,646;4415;1773;NA;6188;NA;0;NA;5,83959044368601;0,16364699006429;1431;0,219351506931719;0,596949458149891;0,36745406824147;0,483697790453744;22,1
"Groupe";"3";"Littératures et Langues";"2010";201,277549171185;0,517;133;0,541;1060,31022268604;65,8;644;0,705;178;314;0,541;133;0,586;258;1668;0,671;248;0,694;4423;1745;NA;6168;NA;-20;NA;6,46511627906977;0,148681055155875;1420;0,233893812106943;0,607369415309966;0,385093167701863;0,487498481418293;24,8709677419355
"Groupe";"3";"Littératures et Langues";"2011";202;0,535;149;0,57;985;66,8;602;0,678;168;302;0,52;129;0,504;247;1666;0,69;230;0,665;4370;1762;NA;6132;NA;-56;NA;6,74493927125506;0,138055222088836;1436;0,233502538071066;0,611167512690355;0,382059800664452;0,492715231788079;26,6608695652174
"Groupe";"3";"Littératures et Langues";"2012";232;0,504;183;0,497;1159;69;769;0,719;169;326;0,546;148;0,534;226;1617;0,691;212;0,675;4379;1723;NA;6102;NA;-86;NA;7,15486725663717;0,131106988249845;1405;0,182916307161346;0,663503019844694;0,275682704811443;0,588173178458289;28,7830188679245
"Groupe";"3";"Littératures et Langues";"2013";181;0,575;145;0,6;1157;67;774;0,681;129;309;0,531;113;0,54;245;1791;0,69;228;0,724;4335;1713;NA;6048;NA;-140;NA;7,31020408163265;0,127303182579564;1563;0,197061365600691;0,668971477960242;0,294573643410853;0,58772874058127;26,5263157894737
"Groupe";"3";"Littératures et Langues";"2014";235;0,604;189;0,608;1127;65,8;739;0,655;111;283;0,562;100;0,54;204;1882;0,669;195;0,646;4272;1696;NA;5968;NA;-220;NA;9,22549019607843;0,103613177470776;1687;0,173025732031943;0,655723158828749;0,263870094722598;0,583690987124464;30,6051282051282
"Groupe";"3";"Littératures et Langues";"2015";220;0,586;187;0,572;1091;65,4;734;0,681;107;266;0,549;93;0,548;196;1741;0,686;186;0,64;4286;1674;NA;5960;NA;-228;NA;8,88265306122449;0,106835152211373;1555;0,170485792850596;0,672777268560953;0,253405994550409;0,605524861878453;32,0430107526882
"Groupe";"3";"Littératures et Langues";"2016";194;0,593;154;0,578;1059;67,8;721;0,678;109;274;0,515;94;0,574;201;1692;0,655;193;0,705;4133;1608;NA;5741;NA;-447;NA;8,41791044776119;0,114066193853428;1499;0,182247403210576;0,680830972615675;0,267683772538141;0,609699769053118;29,7461139896373
"Groupe";"3";"Littératures et Langues";"2017";194;0,552;154;0,552;1167;66,8;817;0,688;108;293;0,536;93;0,57;170;1691;0,67;161;0,646;4095;1568;NA;5663;NA;-525;NA;9,94705882352941;0,0952099349497339;1530;0,13796058269066;0,700085689802913;0,197062423500612;0,652087475149105;35,1739130434783
"Groupe";"3";"Littératures et Langues";"2018";218;0,628;183;0,656;1118;65,1;769;0,654;90;296;0,601;80;0,625;188;1772;0,659;173;0,688;4057;1572;NA;5629;NA;-559;NA;9,42553191489362;0,0976297968397291;1599;0,15474060822898;0,68783542039356;0,224967490247074;0,630687830687831;32,5375722543353
"Groupe";"3";"Littératures et Langues";"2019";202;0,574;165;0,576;1144;63,6;779;0,662;93;297;0,552;86;0,465;141;1612;0,655;136;0,676;NA;NA;NA;NA;NA;NA;NA;11,4326241134752;0,0843672456575682;1476;0,118881118881119;0,680944055944056;0,174582798459564;0,637896825396825;NA
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2009";390,966552522401;0,366;263;0,388;2238,95185680005;50;1376;0,51;198;400;0,345;163;0,356;287;2600;0,496;274;0,449;4316;2052;NA;6368;NA;0;NA;9,05923344947735;0,105384615384615;2326;0,122378692140172;0,614573286076193;0,199127906976744;0,560827989849391;23,2408759124088
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2010";341,019283697953;0,331;217;0,341;1935,36516435258;50,8;1182;0,536;209;433;0,353;174;0,345;303;2698;0,504;292;0,514;4345;2056;NA;6401;NA;33;NA;8,9042904290429;0,108228317272053;2406;0,150875920151058;0,610737457597778;0,247038917089679;0,541571659972861;21,9212328767123
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2011";392;0,367;278;0,374;2028;51;1282;0,507;219;498;0,333;188;0,383;299;2768;0,522;292;0,579;4364;2085;NA;6449;NA;81;NA;9,25752508361204;0,105491329479769;2476;0,143984220907298;0,632149901380671;0,227769110764431;0,570276497695853;22,0856164383562
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2012";349;0,395;237;0,409;2106;52,1;1336;0,529;204;456;0,355;173;0,353;281;2759;0,52;271;0,568;4414;2108;NA;6522;NA;154;NA;9,81850533807829;0,0982239942007974;2488;0,128679962013295;0,634377967711301;0,202844311377246;0,580381471389646;24,0664206642066
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2013";372;0,433;269;0,446;2158;52,5;1414;0,517;172;447;0,365;156;0,372;248;2765;0,511;241;0,581;4439;2109;NA;6548;NA;180;NA;11,1491935483871;0,0871609403254973;2524;0,111677479147359;0,655236329935125;0,17043847241867;0,61189358372457;27,1701244813278
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2014";354;0,429;254;0,437;2198;53,6;1453;0,542;161;425;0,431;141;0,482;243;2857;0,509;234;0,487;4396;2099;NA;6495;NA;127;NA;11,7572016460905;0,0819040952047602;2623;0,106460418562329;0,66105550500455;0,161046111493462;0,620672097759674;27,7564102564103
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2015";351;0,419;247;0,429;2097;52,1;1400;0,524;160;470;0,385;148;0,399;223;2843;0,505;214;0,472;4432;2146;NA;6578;NA;210;NA;12,7488789237668;0,075272599366866;2629;0,10205054840248;0,667620410109681;0,152857142857143;0,629845990440786;30,7383177570093
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2016";372;0,476;265;0,491;2136;52,4;1485;0,533;161;477;0,411;145;0,414;234;2912;0,533;231;0,645;4364;2090;NA;6454;NA;86;NA;12,4444444444444;0,0793269230769231;2681;0,10814606741573;0,695224719101124;0,155555555555556;0,658267716535433;27,9393939393939
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2017";350;0,48;240;0,492;2124;53,7;1424;0,532;131;430;0,43;123;0,472;216;2987;0,529;210;0,524;4400;2083;NA;6483;NA;115;NA;13,8287037037037;0,0703046534984935;2777;0,0988700564971751;0,670433145009416;0,14747191011236;0,634273772204807;30,8714285714286
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2018";395;0,456;290;0,448;2172;53,5;1469;0,547;117;419;0,446;109;0,394;198;2699;0,517;184;0,478;4428;2101;NA;6529;NA;161;NA;13,6313131313131;0,0681733975546499;2515;0,0847145488029466;0,676335174953959;0,125255275697754;0,646378269617706;35,4836956521739
"Groupe";"4";"Sciences humaines et Histoire-Géographie";"2019";324;0,444;231;0,459;2252;53,4;1502;0,537;98;364;0,437;90;0,4;180;2661;0,505;174;0,58;NA;NA;NA;NA;NA;NA;NA;14,7833333333333;0,0653889515219842;2487;0,0772646536412078;0,66696269982238;0,115845539280959;0,639076034648701;NA
"Groupe";"5";"Mathématiques et Informatique";"2009";423,345958180526;0,197;316;0,18;1315,30849824353;23,8;879;0,234;146;476;0,172;123;0,187;288;1289;0,24;269;0,212;4462;2068;NA;6530;NA;0;NA;4,47569444444444;0,208688906128782;1020;0,204514758597868;0,668284285529837;0,306029579067122;0,583002050565417;24,275092936803
"Groupe";"5";"Mathématiques et Informatique";"2010";354,597469245227;0,189;272;0,191;1140,2674433442;25,7;818;0,258;117;409;0,164;109;0,156;269;1202;0,251;262;0,267;4474;2095;NA;6569;NA;39;NA;4,46840148698885;0,217970049916805;940;0,229770657339476;0,717375563754546;0,320293398533007;0,633064568445012;25,0725190839695
"Groupe";"5";"Mathématiques et Informatique";"2011";385;0,164;294;0,163;1186;22,9;850;0,228;142;515;0,167;129;0,147;240;1241;0,23;233;0,189;4481;2120;NA;6601;NA;71;NA;5,17083333333333;0,187751813053989;1008;0,1964586846543;0,716694772344013;0,274117647058824;0,647429171038825;28,3304721030043
